Value,Disaggregation combinations using this value,Number of indicators
ISIC3_D,2,2
ISIC4_A01_A0210_A0322,1,1
ISIC4_BTFXE,1,1
ISIC4_C,3,3
ISIC4_C10T32X19,1,1
ISIC4_GTT,1,1
