Year,Value,SERIES
2020,0.586,"Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula [4.7.1,12.8.1,13.3.1]"
2020,0.413,"Extent to which global citizenship education and education for sustainable development are mainstreamed in national education policies [4.7.1,12.8.1,13.3.1]"
2020,0.833,"Extent to which global citizenship education and education for sustainable development are mainstreamed in student assessment [4.7.1,12.8.1,13.3.1]"
