Year,Value,SERIES
2016,14,Age-standardized mortality rate attributed to ambient air pollution [3.9.1]
2016,32,Crude death rate attributed to ambient air pollution [3.9.1]
2016,32,Crude death rate attributed to household and ambient air pollution [3.9.1]
2016,14,Age-standardized mortality rate attributed to household and ambient air pollution [3.9.1]
