Year,Value
1993,0.96885
1994,0.96833
1995,0.96791
1996,0.96729
1997,0.96683
1998,0.96641
1999,0.96577
2000,0.9651
2001,0.96456
2002,0.9639
2003,0.96361
2004,0.96322
2005,0.96321
2006,0.96318
2007,0.96316
2008,0.96328
2009,0.96343
2010,0.96355
2011,0.96344
2012,0.96315
2013,0.96274
2014,0.96241
2015,0.96202
2016,0.96189
2017,0.96171
2018,0.96168
2019,0.96166
2020,0.96174
2021,0.96172
