Year,Value,SERIES
2017,0,EG_TBA_H2CO
2020,0,EG_TBA_H2CO
2017,0,EG_TBA_H2COAQ
2020,0,EG_TBA_H2COAQ
2017,0,EG_TBA_H2CORL
2020,0,EG_TBA_H2CORL
