From,To
SOURCE_DETAIL,EDUCATION_LEV
EDUCATION_LEV,SEX
EDUCATION_LEV,URBANISATION
URBANISATION,COMMENT_OBS
EDUCATION_LEV,INCOME_WEALTH_QUANTILE
