Year,SERIES,Value
2017,EN_H2O_GRAMBQ,56.2
2020,EN_H2O_GRAMBQ,57.76
2017,EN_H2O_OPAMBQ,99.37
2020,EN_H2O_OPAMBQ,100.0
2017,EN_H2O_RVAMBQ,95.95
2020,EN_H2O_RVAMBQ,95.99
2017,EN_H2O_WBAMBQ,87.1
2020,EN_H2O_WBAMBQ,89.9
