Year,SERIES,PRODUCT,UNIT_MEASURE,BASE_PER,Value
2013,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,2010,0.0241
2014,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,2010,0.02025
2015,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,2010,0.0127
2016,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,2010,0.01204
2017,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,2010,0.01141
2000,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03888
2001,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03777
2002,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03528
2003,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03469
2004,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03495
2005,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03416
2006,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03397
2007,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03092
2008,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03128
2009,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.03065
2010,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02996
2011,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02855
2012,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02781
2013,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02646
2014,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02601
2015,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02613
2016,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02531
2017,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,2010,0.02453
2000,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.03528
2001,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.03379
2002,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.03279
2003,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.03144
2004,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.03172
2005,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02979
2006,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02778
2007,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02713
2008,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02833
2009,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02745
2010,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.0288
2011,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02443
2012,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02221
2013,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.02157
2014,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.01904
2015,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.01904
2016,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.01811
2017,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,2010,0.01723
2000,EN_MAT_DOMCMPT,,T,,729581972.519
2001,EN_MAT_DOMCMPT,,T,,746973883.941
2002,EN_MAT_DOMCMPT,,T,,721439946.411
2003,EN_MAT_DOMCMPT,,T,,714231950.78
2004,EN_MAT_DOMCMPT,,T,,733741902.905
2005,EN_MAT_DOMCMPT,,T,,724638260.689
2006,EN_MAT_DOMCMPT,,T,,734764069.78
2007,EN_MAT_DOMCMPT,,T,,723530426.8204
2008,EN_MAT_DOMCMPT,,T,,685205230.1477
2009,EN_MAT_DOMCMPT,,T,,590615761.73771
2010,EN_MAT_DOMCMPT,,T,,575615877.98256
2011,EN_MAT_DOMCMPT,,T,,583653248.276
2012,EN_MAT_DOMCMPT,,T,,563466867.334
2013,EN_MAT_DOMCMPT,,T,,573388522.57502
2014,EN_MAT_DOMCMPT,,T,,577602217.1403
2015,EN_MAT_DOMCMPT,,T,,549809679.889
2016,EN_MAT_DOMCMPT,,T,,534333433.0021
2017,EN_MAT_DOMCMPT,,T,,518875116.8222
2000,EN_MAT_DOMCMPT,MF_AGG3A,T,,361777341.0
2001,EN_MAT_DOMCMPT,MF_AGG3A,T,,373188808.0
2002,EN_MAT_DOMCMPT,MF_AGG3A,T,,352487177.0
2003,EN_MAT_DOMCMPT,MF_AGG3A,T,,349820828.0
2004,EN_MAT_DOMCMPT,MF_AGG3A,T,,359924923.0
2005,EN_MAT_DOMCMPT,MF_AGG3A,T,,347912947.0
2006,EN_MAT_DOMCMPT,MF_AGG3A,T,,349473730.0
2007,EN_MAT_DOMCMPT,MF_AGG3A,T,,352479019.0
2008,EN_MAT_DOMCMPT,MF_AGG3A,T,,309803324.0
2009,EN_MAT_DOMCMPT,MF_AGG3A,T,,247409292.0
2010,EN_MAT_DOMCMPT,MF_AGG3A,T,,234736966.0
2011,EN_MAT_DOMCMPT,MF_AGG3A,T,,245001703.0
2012,EN_MAT_DOMCMPT,MF_AGG3A,T,,229394357.0
2013,EN_MAT_DOMCMPT,MF_AGG3A,T,,228305883.0
2014,EN_MAT_DOMCMPT,MF_AGG3A,T,,235844616.0
2015,EN_MAT_DOMCMPT,MF_AGG3A,T,,224105149.0
2016,EN_MAT_DOMCMPT,MF_AGG3A,T,,212365682.0
2017,EN_MAT_DOMCMPT,MF_AGG3A,T,,200626215.0
2000,EN_MAT_DOMCMPT,MF_AGG3B,T,,10904370.0
2001,EN_MAT_DOMCMPT,MF_AGG3B,T,,11849711.0
2002,EN_MAT_DOMCMPT,MF_AGG3B,T,,12200997.0
2003,EN_MAT_DOMCMPT,MF_AGG3B,T,,11674434.0
2004,EN_MAT_DOMCMPT,MF_AGG3B,T,,11870416.0
2005,EN_MAT_DOMCMPT,MF_AGG3B,T,,12459243.0
2006,EN_MAT_DOMCMPT,MF_AGG3B,T,,18392194.0
2007,EN_MAT_DOMCMPT,MF_AGG3B,T,,17646810.0
2008,EN_MAT_DOMCMPT,MF_AGG3B,T,,16626349.0
2009,EN_MAT_DOMCMPT,MF_AGG3B,T,,17296537.0
2010,EN_MAT_DOMCMPT,MF_AGG3B,T,,19689999.0
2011,EN_MAT_DOMCMPT,MF_AGG3B,T,,18641756.0
2012,EN_MAT_DOMCMPT,MF_AGG3B,T,,18180123.0
2013,EN_MAT_DOMCMPT,MF_AGG3B,T,,19646131.0
2014,EN_MAT_DOMCMPT,MF_AGG3B,T,,18223347.0
2015,EN_MAT_DOMCMPT,MF_AGG3B,T,,18891440.0
2016,EN_MAT_DOMCMPT,MF_AGG3B,T,,19586682.0
2017,EN_MAT_DOMCMPT,MF_AGG3B,T,,20299855.0
2000,EN_MAT_DOMCMPT,MF1,T,,132108318.0
2001,EN_MAT_DOMCMPT,MF1,T,,122540277.0
2002,EN_MAT_DOMCMPT,MF1,T,,131705475.0
2003,EN_MAT_DOMCMPT,MF1,T,,126346555.0
2004,EN_MAT_DOMCMPT,MF1,T,,129823836.0
2005,EN_MAT_DOMCMPT,MF1,T,,130862758.0
2006,EN_MAT_DOMCMPT,MF1,T,,130000593.0
2007,EN_MAT_DOMCMPT,MF1,T,,128372873.0
2008,EN_MAT_DOMCMPT,MF1,T,,134708778.0
2009,EN_MAT_DOMCMPT,MF1,T,,126954351.0
2010,EN_MAT_DOMCMPT,MF1,T,,126278649.0
2011,EN_MAT_DOMCMPT,MF1,T,,131645449.0
2012,EN_MAT_DOMCMPT,MF1,T,,122835761.0
2013,EN_MAT_DOMCMPT,MF1,T,,130626127.0
2014,EN_MAT_DOMCMPT,MF1,T,,139361462.0
2015,EN_MAT_DOMCMPT,MF1,T,,139626992.0
2016,EN_MAT_DOMCMPT,MF1,T,,139783879.0
2017,EN_MAT_DOMCMPT,MF1,T,,139940767.0
2000,EN_MAT_DOMCMPT,MF11,T,,55084160.0
2001,EN_MAT_DOMCMPT,MF11,T,,54574511.0
2002,EN_MAT_DOMCMPT,MF11,T,,58693810.0
2003,EN_MAT_DOMCMPT,MF11,T,,54304453.0
2004,EN_MAT_DOMCMPT,MF11,T,,57245229.0
2005,EN_MAT_DOMCMPT,MF11,T,,56649377.0
2006,EN_MAT_DOMCMPT,MF11,T,,55499353.0
2007,EN_MAT_DOMCMPT,MF11,T,,54207688.0
2008,EN_MAT_DOMCMPT,MF11,T,,60377932.0
2009,EN_MAT_DOMCMPT,MF11,T,,58056168.0
2010,EN_MAT_DOMCMPT,MF11,T,,53802454.0
2011,EN_MAT_DOMCMPT,MF11,T,,57710995.0
2012,EN_MAT_DOMCMPT,MF11,T,,54344633.0
2013,EN_MAT_DOMCMPT,MF11,T,,61328562.0
2014,EN_MAT_DOMCMPT,MF11,T,,65083787.0
2015,EN_MAT_DOMCMPT,MF11,T,,65367309.0
2016,EN_MAT_DOMCMPT,MF11,T,,65650831.0
2017,EN_MAT_DOMCMPT,MF11,T,,65934354.0
2000,EN_MAT_DOMCMPT,MF121,T,,18814662.0
2001,EN_MAT_DOMCMPT,MF121,T,,15502460.0
2002,EN_MAT_DOMCMPT,MF121,T,,18645907.0
2003,EN_MAT_DOMCMPT,MF121,T,,18055952.0
2004,EN_MAT_DOMCMPT,MF121,T,,18305150.0
2005,EN_MAT_DOMCMPT,MF121,T,,17984972.0
2006,EN_MAT_DOMCMPT,MF121,T,,17703878.0
2007,EN_MAT_DOMCMPT,MF121,T,,16680374.0
2008,EN_MAT_DOMCMPT,MF121,T,,20093906.0
2009,EN_MAT_DOMCMPT,MF121,T,,18229199.0
2010,EN_MAT_DOMCMPT,MF121,T,,18123945.0
2011,EN_MAT_DOMCMPT,MF121,T,,19094550.0
2012,EN_MAT_DOMCMPT,MF121,T,,17320757.0
2013,EN_MAT_DOMCMPT,MF121,T,,17205676.0
2014,EN_MAT_DOMCMPT,MF121,T,,20728213.0
2015,EN_MAT_DOMCMPT,MF121,T,,20814284.0
2016,EN_MAT_DOMCMPT,MF121,T,,20900355.0
2017,EN_MAT_DOMCMPT,MF121,T,,20986426.0
2000,EN_MAT_DOMCMPT,MF122,T,,34043831.0
2001,EN_MAT_DOMCMPT,MF122,T,,27865199.0
2002,EN_MAT_DOMCMPT,MF122,T,,30390622.0
2003,EN_MAT_DOMCMPT,MF122,T,,30163067.0
2004,EN_MAT_DOMCMPT,MF122,T,,30610500.0
2005,EN_MAT_DOMCMPT,MF122,T,,31509184.0
2006,EN_MAT_DOMCMPT,MF122,T,,32845278.0
2007,EN_MAT_DOMCMPT,MF122,T,,33364225.0
2008,EN_MAT_DOMCMPT,MF122,T,,33000211.0
2009,EN_MAT_DOMCMPT,MF122,T,,30957742.0
2010,EN_MAT_DOMCMPT,MF122,T,,32674284.0
2011,EN_MAT_DOMCMPT,MF122,T,,34410156.0
2012,EN_MAT_DOMCMPT,MF122,T,,32431275.0
2013,EN_MAT_DOMCMPT,MF122,T,,32432394.0
2014,EN_MAT_DOMCMPT,MF122,T,,32659274.0
2015,EN_MAT_DOMCMPT,MF122,T,,32837660.0
2016,EN_MAT_DOMCMPT,MF122,T,,33016046.0
2017,EN_MAT_DOMCMPT,MF122,T,,33194433.0
2000,EN_MAT_DOMCMPT,MF13,T,,23218070.0
2001,EN_MAT_DOMCMPT,MF13,T,,23579099.0
2002,EN_MAT_DOMCMPT,MF13,T,,22994736.0
2003,EN_MAT_DOMCMPT,MF13,T,,22969648.0
2004,EN_MAT_DOMCMPT,MF13,T,,22804938.0
2005,EN_MAT_DOMCMPT,MF13,T,,23834672.0
2006,EN_MAT_DOMCMPT,MF13,T,,23000861.0
2007,EN_MAT_DOMCMPT,MF13,T,,23258263.0
2008,EN_MAT_DOMCMPT,MF13,T,,20373448.0
2009,EN_MAT_DOMCMPT,MF13,T,,18930762.0
2010,EN_MAT_DOMCMPT,MF13,T,,20977852.0
2011,EN_MAT_DOMCMPT,MF13,T,,19690068.0
2012,EN_MAT_DOMCMPT,MF13,T,,17996835.0
2013,EN_MAT_DOMCMPT,MF13,T,,18919040.0
2014,EN_MAT_DOMCMPT,MF13,T,,20026358.0
2015,EN_MAT_DOMCMPT,MF13,T,,19760598.0
2016,EN_MAT_DOMCMPT,MF13,T,,19386196.0
2017,EN_MAT_DOMCMPT,MF13,T,,19011794.0
2000,EN_MAT_DOMCMPT,MF14,T,,947595.0
2001,EN_MAT_DOMCMPT,MF14,T,,1019008.0
2002,EN_MAT_DOMCMPT,MF14,T,,980399.0
2003,EN_MAT_DOMCMPT,MF14,T,,853436.0
2004,EN_MAT_DOMCMPT,MF14,T,,858018.0
2005,EN_MAT_DOMCMPT,MF14,T,,884552.0
2006,EN_MAT_DOMCMPT,MF14,T,,951224.0
2007,EN_MAT_DOMCMPT,MF14,T,,862323.0
2008,EN_MAT_DOMCMPT,MF14,T,,863281.0
2009,EN_MAT_DOMCMPT,MF14,T,,780480.0
2010,EN_MAT_DOMCMPT,MF14,T,,700114.0
2011,EN_MAT_DOMCMPT,MF14,T,,739680.0
2012,EN_MAT_DOMCMPT,MF14,T,,742261.0
2013,EN_MAT_DOMCMPT,MF14,T,,740455.0
2014,EN_MAT_DOMCMPT,MF14,T,,863830.0
2015,EN_MAT_DOMCMPT,MF14,T,,847140.0
2016,EN_MAT_DOMCMPT,MF14,T,,830450.0
2017,EN_MAT_DOMCMPT,MF14,T,,813760.0
2000,EN_MAT_DOMCMPT,MF2,T,,16393062.0
2001,EN_MAT_DOMCMPT,MF2,T,,19314820.0
2002,EN_MAT_DOMCMPT,MF2,T,,17519287.0
2003,EN_MAT_DOMCMPT,MF2,T,,15967565.0
2004,EN_MAT_DOMCMPT,MF2,T,,15840178.0
2005,EN_MAT_DOMCMPT,MF2,T,,15503819.0
2006,EN_MAT_DOMCMPT,MF2,T,,15717324.0
2007,EN_MAT_DOMCMPT,MF2,T,,18126630.0
2008,EN_MAT_DOMCMPT,MF2,T,,12549252.0
2009,EN_MAT_DOMCMPT,MF2,T,,3939690.0
2010,EN_MAT_DOMCMPT,MF2,T,,7546738.0
2011,EN_MAT_DOMCMPT,MF2,T,,6801383.0
2012,EN_MAT_DOMCMPT,MF2,T,,6274961.0
2013,EN_MAT_DOMCMPT,MF2,T,,8636525.0
2014,EN_MAT_DOMCMPT,MF2,T,,10654215.0
2015,EN_MAT_DOMCMPT,MF2,T,,9813630.0
2016,EN_MAT_DOMCMPT,MF2,T,,9048951.0
2017,EN_MAT_DOMCMPT,MF2,T,,8284272.0
2000,EN_MAT_DOMCMPT,MF21,T,,14882633.0
2001,EN_MAT_DOMCMPT,MF21,T,,17597348.0
2002,EN_MAT_DOMCMPT,MF21,T,,16388045.0
2003,EN_MAT_DOMCMPT,MF21,T,,15158965.0
2004,EN_MAT_DOMCMPT,MF21,T,,14735062.0
2005,EN_MAT_DOMCMPT,MF21,T,,14325055.0
2006,EN_MAT_DOMCMPT,MF21,T,,14585080.0
2007,EN_MAT_DOMCMPT,MF21,T,,17456865.0
2008,EN_MAT_DOMCMPT,MF21,T,,12091993.0
2009,EN_MAT_DOMCMPT,MF21,T,,3837507.0
2010,EN_MAT_DOMCMPT,MF21,T,,7270443.0
2011,EN_MAT_DOMCMPT,MF21,T,,6801383.0
2012,EN_MAT_DOMCMPT,MF21,T,,6274961.0
2013,EN_MAT_DOMCMPT,MF21,T,,8574162.0
2014,EN_MAT_DOMCMPT,MF21,T,,10578310.0
2015,EN_MAT_DOMCMPT,MF21,T,,9813630.0
2016,EN_MAT_DOMCMPT,MF21,T,,9048951.0
2017,EN_MAT_DOMCMPT,MF21,T,,8284272.0
2000,EN_MAT_DOMCMPT,MF22,T,,1510429.0
2001,EN_MAT_DOMCMPT,MF22,T,,1717473.0
2002,EN_MAT_DOMCMPT,MF22,T,,1131241.0
2003,EN_MAT_DOMCMPT,MF22,T,,808600.0
2004,EN_MAT_DOMCMPT,MF22,T,,1105116.0
2005,EN_MAT_DOMCMPT,MF22,T,,1178764.0
2006,EN_MAT_DOMCMPT,MF22,T,,1132244.0
2007,EN_MAT_DOMCMPT,MF22,T,,669765.0
2008,EN_MAT_DOMCMPT,MF22,T,,457259.0
2009,EN_MAT_DOMCMPT,MF22,T,,102183.0
2010,EN_MAT_DOMCMPT,MF22,T,,276295.0
2013,EN_MAT_DOMCMPT,MF22,T,,62363.0
2014,EN_MAT_DOMCMPT,MF22,T,,75905.0
2000,EN_MAT_DOMCMPT,MF3,T,,372681711.0
2001,EN_MAT_DOMCMPT,MF3,T,,385038518.0
2002,EN_MAT_DOMCMPT,MF3,T,,364688174.0
2003,EN_MAT_DOMCMPT,MF3,T,,361495262.0
2004,EN_MAT_DOMCMPT,MF3,T,,371795339.0
2005,EN_MAT_DOMCMPT,MF3,T,,360372190.0
2006,EN_MAT_DOMCMPT,MF3,T,,367865924.0
2007,EN_MAT_DOMCMPT,MF3,T,,370125829.0
2008,EN_MAT_DOMCMPT,MF3,T,,326429673.0
2009,EN_MAT_DOMCMPT,MF3,T,,264705829.0
2010,EN_MAT_DOMCMPT,MF3,T,,254426965.0
2011,EN_MAT_DOMCMPT,MF3,T,,263643459.0
2012,EN_MAT_DOMCMPT,MF3,T,,247574480.0
2013,EN_MAT_DOMCMPT,MF3,T,,247952014.0
2014,EN_MAT_DOMCMPT,MF3,T,,254067963.0
2015,EN_MAT_DOMCMPT,MF3,T,,242996589.0
2016,EN_MAT_DOMCMPT,MF3,T,,231952364.0
2017,EN_MAT_DOMCMPT,MF3,T,,220926070.0
2000,EN_MAT_DOMCMPT,MF4,T,,208398882.0
2001,EN_MAT_DOMCMPT,MF4,T,,220080269.0
2002,EN_MAT_DOMCMPT,MF4,T,,207527011.0
2003,EN_MAT_DOMCMPT,MF4,T,,210422568.0
2004,EN_MAT_DOMCMPT,MF4,T,,216282551.0
2005,EN_MAT_DOMCMPT,MF4,T,,217899495.0
2006,EN_MAT_DOMCMPT,MF4,T,,221180229.0
2007,EN_MAT_DOMCMPT,MF4,T,,206905095.0
2008,EN_MAT_DOMCMPT,MF4,T,,211517527.0
2009,EN_MAT_DOMCMPT,MF4,T,,195015892.0
2010,EN_MAT_DOMCMPT,MF4,T,,187363526.0
2011,EN_MAT_DOMCMPT,MF4,T,,181562957.0
2012,EN_MAT_DOMCMPT,MF4,T,,186781666.0
2013,EN_MAT_DOMCMPT,MF4,T,,186173856.0
2014,EN_MAT_DOMCMPT,MF4,T,,173518577.0
2015,EN_MAT_DOMCMPT,MF4,T,,157372469.0
2016,EN_MAT_DOMCMPT,MF4,T,,153548239.0
2017,EN_MAT_DOMCMPT,MF4,T,,149724008.0
2000,EN_MAT_DOMCMPT,MF41,T,,53423000.0
2001,EN_MAT_DOMCMPT,MF41,T,,66276000.0
2002,EN_MAT_DOMCMPT,MF41,T,,57559000.0
2003,EN_MAT_DOMCMPT,MF41,T,,59896000.0
2004,EN_MAT_DOMCMPT,MF41,T,,60936000.0
2005,EN_MAT_DOMCMPT,MF41,T,,64221000.0
2006,EN_MAT_DOMCMPT,MF41,T,,69003000.0
2007,EN_MAT_DOMCMPT,MF41,T,,60178000.0
2008,EN_MAT_DOMCMPT,MF41,T,,61409000.0
2009,EN_MAT_DOMCMPT,MF41,T,,54901000.0
2010,EN_MAT_DOMCMPT,MF41,T,,43246000.0
2011,EN_MAT_DOMCMPT,MF41,T,,49477000.0
2012,EN_MAT_DOMCMPT,MF41,T,,60270000.0
2013,EN_MAT_DOMCMPT,MF41,T,,62198000.0
2014,EN_MAT_DOMCMPT,MF41,T,,53814000.0
2015,EN_MAT_DOMCMPT,MF41,T,,34532000.0
2016,EN_MAT_DOMCMPT,MF41,T,,33328946.0
2017,EN_MAT_DOMCMPT,MF41,T,,32125893.0
2000,EN_MAT_DOMCMPT,MF421,T,,81249000.0
2001,EN_MAT_DOMCMPT,MF421,T,,81171000.0
2002,EN_MAT_DOMCMPT,MF421,T,,77723000.0
2003,EN_MAT_DOMCMPT,MF421,T,,78963000.0
2004,EN_MAT_DOMCMPT,MF421,T,,81437000.0
2005,EN_MAT_DOMCMPT,MF421,T,,82087000.0
2006,EN_MAT_DOMCMPT,MF421,T,,83714000.0
2007,EN_MAT_DOMCMPT,MF421,T,,78155000.0
2008,EN_MAT_DOMCMPT,MF421,T,,78769000.0
2009,EN_MAT_DOMCMPT,MF421,T,,73912000.0
2010,EN_MAT_DOMCMPT,MF421,T,,73484000.0
2011,EN_MAT_DOMCMPT,MF421,T,,71172000.0
2012,EN_MAT_DOMCMPT,MF421,T,,70339000.0
2013,EN_MAT_DOMCMPT,MF421,T,,68301000.0
2014,EN_MAT_DOMCMPT,MF421,T,,69114000.0
2015,EN_MAT_DOMCMPT,MF421,T,,71066000.0
2016,EN_MAT_DOMCMPT,MF421,T,,70074789.0
2017,EN_MAT_DOMCMPT,MF421,T,,69083579.0
2000,EN_MAT_DOMCMPT,MF422,T,,73726882.0
2001,EN_MAT_DOMCMPT,MF422,T,,72633269.0
2002,EN_MAT_DOMCMPT,MF422,T,,72245011.0
2003,EN_MAT_DOMCMPT,MF422,T,,71563568.0
2004,EN_MAT_DOMCMPT,MF422,T,,73909551.0
2005,EN_MAT_DOMCMPT,MF422,T,,71591495.0
2006,EN_MAT_DOMCMPT,MF422,T,,68463229.0
2007,EN_MAT_DOMCMPT,MF422,T,,68572095.0
2008,EN_MAT_DOMCMPT,MF422,T,,71339527.0
2009,EN_MAT_DOMCMPT,MF422,T,,66202892.0
2010,EN_MAT_DOMCMPT,MF422,T,,70633526.0
2011,EN_MAT_DOMCMPT,MF422,T,,60913957.0
2012,EN_MAT_DOMCMPT,MF422,T,,56172666.0
2013,EN_MAT_DOMCMPT,MF422,T,,55674856.0
2014,EN_MAT_DOMCMPT,MF422,T,,50590577.0
2015,EN_MAT_DOMCMPT,MF422,T,,51774469.0
2016,EN_MAT_DOMCMPT,MF422,T,,50144503.0
2017,EN_MAT_DOMCMPT,MF422,T,,48514537.0
