Year,Value,SERIES
2017,76.66,ER_H2O_IWRMD
2020,79.0,ER_H2O_IWRMD
2017,83.0,ER_H2O_IWRMD_EE
2020,86.0,ER_H2O_IWRMD_EE
2017,66.0,ER_H2O_IWRMD_FI
2020,68.0,ER_H2O_IWRMD_FI
2017,82.0,ER_H2O_IWRMD_IP
2020,85.0,ER_H2O_IWRMD_IP
2017,76.0,ER_H2O_IWRMD_MI
2020,76.0,ER_H2O_IWRMD_MI
