Year,Value,SERIES
2008,1.55697368984839,FI_FSI_FSANL
2009,3.50865701820859,FI_FSI_FSANL
2010,3.95483378788783,FI_FSI_FSANL
2011,3.9618682056152,FI_FSI_FSANL
2012,3.58628400773794,FI_FSI_FSANL
2013,3.11174173873799,FI_FSI_FSANL
2014,1.65439245472471,FI_FSI_FSANL
2015,1.01450846580939,FI_FSI_FSANL
2016,0.940161283918784,FI_FSI_FSANL
2017,0.734659749879133,FI_FSI_FSANL
2018,1.07262754451579,FI_FSI_FSANL
2019,1.0795039959047,FI_FSI_FSANL
2005,0.95094894730664,FI_FSI_FSERA
2008,-0.0831297391651503,FI_FSI_FSERA
2009,-0.0026720005176525,FI_FSI_FSERA
2010,0.316476487551012,FI_FSI_FSERA
2011,0.294422997426777,FI_FSI_FSERA
2012,0.170326196685778,FI_FSI_FSERA
2013,0.223889675359384,FI_FSI_FSERA
2014,0.330513389582683,FI_FSI_FSERA
2015,0.275649427993498,FI_FSI_FSERA
2016,0.250064491223277,FI_FSI_FSERA
2017,0.492681328876266,FI_FSI_FSERA
2018,0.497533568461242,FI_FSI_FSERA
2019,0.464198858115632,FI_FSI_FSERA
2008,4.41328122610463,FI_FSI_FSKA
2009,5.39304807009135,FI_FSI_FSKA
2010,5.36611989213514,FI_FSI_FSKA
2011,5.09956513145533,FI_FSI_FSKA
2012,5.50896288366394,FI_FSI_FSKA
2013,6.34548637462939,FI_FSI_FSKA
2014,5.62132221166489,FI_FSI_FSKA
2015,6.83822926439126,FI_FSI_FSKA
2016,7.02517052448229,FI_FSI_FSKA
2017,6.78469168977896,FI_FSI_FSKA
2018,6.81646006540008,FI_FSI_FSKA
2019,6.7899180007364,FI_FSI_FSKA
2008,8.64848697073157,FI_FSI_FSKNL
2009,14.7975849187733,FI_FSI_FSKNL
2010,16.8649363390134,FI_FSI_FSKNL
2011,16.1134062245664,FI_FSI_FSKNL
2012,13.8721492816137,FI_FSI_FSKNL
2013,9.4770603431779,FI_FSI_FSKNL
2014,5.37932468095875,FI_FSI_FSKNL
2015,3.87962826090239,FI_FSI_FSKNL
2016,3.44934661017466,FI_FSI_FSKNL
2017,2.94310337892946,FI_FSI_FSKNL
2018,6.80958664658105,FI_FSI_FSKNL
2019,6.3784736743323,FI_FSI_FSKNL
2008,9.60975120920988,FI_FSI_FSKRTC
2009,11.5690737482887,FI_FSI_FSKRTC
2010,13.2322882917556,FI_FSI_FSKRTC
2011,13.3115478289476,FI_FSI_FSKRTC
2012,14.5076818081671,FI_FSI_FSKRTC
2013,16.0777352692212,FI_FSI_FSKRTC
2014,13.6253247716506,FI_FSI_FSKRTC
2015,15.6858136372728,FI_FSI_FSKRTC
2016,16.8847084420138,FI_FSI_FSKRTC
2017,17.0973581238809,FI_FSI_FSKRTC
2018,17.9259112573521,FI_FSI_FSKRTC
2019,17.944576878067,FI_FSI_FSKRTC
2008,42.3173135643807,FI_FSI_FSLS
2009,38.0367199393083,FI_FSI_FSLS
2010,37.9029007685543,FI_FSI_FSLS
2011,40.8864953681458,FI_FSI_FSLS
2012,36.8081126415832,FI_FSI_FSLS
2013,35.6946513876997,FI_FSI_FSLS
2014,35.692415343885,FI_FSI_FSLS
2015,35.891958477697,FI_FSI_FSLS
2016,37.9184258453251,FI_FSI_FSLS
2017,37.7911220689827,FI_FSI_FSLS
2018,40.6758568820882,FI_FSI_FSLS
2019,44.4311468777317,FI_FSI_FSLS
2008,29.1707688204952,FI_FSI_FSSNO
2009,1.0454565927824,FI_FSI_FSSNO
2010,5.6209365621236,FI_FSI_FSSNO
2011,3.33478187611339,FI_FSI_FSSNO
2012,-6.0929177537681,FI_FSI_FSSNO
2013,-10.5004491554457,FI_FSI_FSSNO
2014,8.29868768301941,FI_FSI_FSSNO
2015,3.06479372915334,FI_FSI_FSSNO
2016,-3.37516436015772,FI_FSI_FSSNO
2017,-3.72918576530756,FI_FSI_FSSNO
2018,-3.44740261259239,FI_FSI_FSSNO
2019,-1.09126698214009,FI_FSI_FSSNO
