Year,SERIES,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2019,AG_FOOD_WST,FWS_HHS,T,5199825.4
2019,AG_FOOD_WST,FWS_OOHC,T,1114248.3
2019,AG_FOOD_WST,FWS_RTL,T,283626.84
2019,AG_FOOD_WST_PC,FWS_HHS,KG,77.0
2019,AG_FOOD_WST_PC,FWS_OOHC,KG,16.5
2019,AG_FOOD_WST_PC,FWS_RTL,KG,4.2
