Year,SERIES,Value
2017,EG_TBA_H2CO,0
2020,EG_TBA_H2CO,0
2017,EG_TBA_H2COAQ,0
2020,EG_TBA_H2COAQ,0
2017,EG_TBA_H2CORL,0
2020,EG_TBA_H2CORL,0
